time,level,spatial_ref,no2_conc,o3_conc,co_conc,no_conc,so2_conc
2022-01-01 00:00:00,0.0,0.0,3.6006804,52.70214,158.77083,0.03779089,1.2609731
2022-01-01 01:00:00,0.0,0.0,3.4382699,52.888874,157.89919,0.02376725,1.2290826
2022-01-01 02:00:00,0.0,0.0,3.2881806,53.006836,157.42606,0.017551754,1.2184862
2022-01-01 03:00:00,0.0,0.0,3.1715777,53.150036,157.0059,0.014171111,1.2137247
2022-01-01 04:00:00,0.0,0.0,3.0118604,53.324802,156.35101,0.014367497,1.2260629
2022-01-01 05:00:00,0.0,0.0,2.9174922,53.49258,156.4255,0.023119804,1.2474502
2022-01-01 06:00:00,0.0,0.0,2.8661172,53.656235,156.11809,0.05424944,1.2576256
2022-01-01 07:00:00,0.0,0.0,2.7882242,54.051228,156.0059,0.11292864,1.2666605
2022-01-01 08:00:00,0.0,0.0,2.6693559,54.578304,155.34824,0.20864809,1.273854
2022-01-01 09:00:00,0.0,0.0,2.5152254,55.31554,154.53459,0.32621184,1.2670732
2022-01-01 10:00:00,0.0,0.0,2.4101043,56.532806,154.02043,0.40518692,1.26713
2022-01-01 11:00:00,0.0,0.0,2.3855884,57.682076,153.31934,0.42818278,1.2702537
2022-01-01 12:00:00,0.0,0.0,2.4166524,58.72583,153.04007,0.39449123,1.2610785
2022-01-01 13:00:00,0.0,0.0,2.5082722,59.557205,152.77995,0.3341833,1.2593787
2022-01-01 14:00:00,0.0,0.0,2.6801646,60.045345,153.51099,0.25131434,1.2465365
2022-01-01 15:00:00,0.0,0.0,2.8975093,60.0801,154.82025,0.15657118,1.2461166
2022-01-01 16:00:00,0.0,0.0,3.132833,59.54668,156.78032,0.07901029,1.246518
2022-01-01 17:00:00,0.0,0.0,3.3437192,58.869053,158.83145,0.047607653,1.2572215
2022-01-01 18:00:00,0.0,0.0,3.4948096,58.20815,160.15913,0.04478066,1.2632618
2022-01-01 19:00:00,0.0,0.0,3.4893472,57.646233,161.07707,0.046564452,1.2718786
2022-01-01 20:00:00,0.0,0.0,3.4306645,57.266796,162.03697,0.046347596,1.2694116
2022-01-01 21:00:00,0.0,0.0,3.295734,57.04767,161.87578,0.043072756,1.251951
2022-01-01 22:00:00,0.0,0.0,3.1513503,56.814842,161.88347,0.037802417,1.2157574
2022-01-01 23:00:00,0.0,0.0,2.941946,56.701283,160.84021,0.030592803,1.179174
2022-01-02 00:00:00,0.0,0.0,2.823951,56.665688,158.75615,0.024678139,1.1627997
2022-01-02 01:00:00,0.0,0.0,2.6699858,56.631004,158.11899,0.020016171,1.1408815
2022-01-02 02:00:00,0.0,0.0,2.5342515,56.60296,157.39827,0.016649472,1.109616
2022-01-02 03:00:00,0.0,0.0,2.4018457,56.68353,156.69026,0.014627512,1.1080054
2022-01-02 04:00:00,0.0,0.0,2.3164845,56.655266,156.1318,0.014484067,1.1114498
2022-01-02 05:00:00,0.0,0.0,2.2998028,56.5875,155.62282,0.021360777,1.1355579
2022-01-02 06:00:00,0.0,0.0,2.322059,56.57309,155.9715,0.049547926,1.148529
2022-01-02 07:00:00,0.0,0.0,2.318657,56.807507,155.54356,0.10065105,1.1781613
2022-01-02 08:00:00,0.0,0.0,2.2768536,57.219376,155.02173,0.18149242,1.1740029
2022-01-02 09:00:00,0.0,0.0,2.1862252,57.90432,154.29427,0.2820238,1.1867119
2022-01-02 10:00:00,0.0,0.0,2.1182413,59.035736,153.26335,0.3379741,1.1795623
2022-01-02 11:00:00,0.0,0.0,2.1348476,60.06081,152.82242,0.34621418,1.1697725
2022-01-02 12:00:00,0.0,0.0,2.169192,61.007824,152.013,0.31948787,1.1613098
2022-01-02 13:00:00,0.0,0.0,2.2597773,61.75193,152.02289,0.27003038,1.1760345
2022-01-02 14:00:00,0.0,0.0,2.4330294,62.0581,152.72345,0.19830804,1.180445
2022-01-02 15:00:00,0.0,0.0,2.6700864,61.91574,154.09798,0.115218244,1.2006202
2022-01-02 16:00:00,0.0,0.0,2.908428,61.227257,156.22578,0.060397368,1.1982898
2022-01-02 17:00:00,0.0,0.0,3.1298018,60.43445,158.25795,0.034837384,1.2065827
2022-01-02 18:00:00,0.0,0.0,3.2580595,59.617992,159.72646,0.027732378,1.2105707
2022-01-02 19:00:00,0.0,0.0,3.2460868,58.97748,160.08882,0.027239252,1.2000649
2022-01-02 20:00:00,0.0,0.0,3.1669333,58.623634,160.21869,0.026586384,1.1903131
2022-01-02 21:00:00,0.0,0.0,3.034465,58.384117,159.84612,0.023818681,1.1667761
2022-01-02 22:00:00,0.0,0.0,2.6232798,58.29814,159.82407,0.020225398,1.1449575
2022-01-02 23:00:00,0.0,0.0,2.6894443,58.31383,158.53354,0.016786883,1.1201895
2022-01-03 00:00:00,0.0,0.0,2.532968,58.211266,159.41962,0.013255266,1.0967087
2022-01-03 01:00:00,0.0,0.0,2.3723252,58.21149,159.12251,0.010659617,1.0796843
2022-01-03 02:00:00,0.0,0.0,2.2545924,58.171055,158.5459,0.009373656,1.0700977
2022-01-03 03:00:00,0.0,0.0,2.1712344,58.16394,158.1444,0.009229263,1.0669563
2022-01-03 04:00:00,0.0,0.0,2.1474314,58.201477,157.84207,0.012128256,1.0906035
2022-01-03 05:00:00,0.0,0.0,2.2625682,58.06029,157.81285,0.024843913,1.1177784
2022-01-03 06:00:00,0.0,0.0,2.485098,57.854687,158.08324,0.06618847,1.1526493
2022-01-03 07:00:00,0.0,0.0,2.6870441,57.820747,158.41237,0.13802008,1.1669922
2022-01-03 08:00:00,0.0,0.0,2.7641702,58.042015,157.5211,0.23355803,1.1822692
2022-01-03 09:00:00,0.0,0.0,2.6804438,58.68528,157.01782,0.33708206,1.1817147
2022-01-03 10:00:00,0.0,0.0,2.286113,59.646416,156.29167,0.3892378,1.1904031
2022-01-03 11:00:00,0.0,0.0,2.4967499,60.636436,155.48279,0.39059925,1.1862291
2022-01-03 12:00:00,0.0,0.0,2.49231,61.631496,154.91225,0.35395688,1.1833196
2022-01-03 13:00:00,0.0,0.0,2.5598285,62.338394,154.7252,0.29475805,1.1775031
2022-01-03 14:00:00,0.0,0.0,2.790915,62.557713,155.7144,0.2205116,1.1947911
2022-01-03 15:00:00,0.0,0.0,3.1144483,62.34206,157.22601,0.14066721,1.2067975
2022-01-03 16:00:00,0.0,0.0,3.4486601,61.682777,158.94714,0.08984751,1.2239702
2022-01-03 17:00:00,0.0,0.0,3.718688,61.000046,161.24188,0.0565647,1.2517701
2022-01-03 18:00:00,0.0,0.0,3.820489,60.175373,162.52267,0.04461063,1.281478
2022-01-03 19:00:00,0.0,0.0,3.78186,59.533073,163.34549,0.041455425,1.294244
2022-01-03 20:00:00,0.0,0.0,3.6335213,59.259884,163.81537,0.03655463,1.3095757
2022-01-03 21:00:00,0.0,0.0,3.454684,59.088818,163.93515,0.03074348,1.2888904
2022-01-03 22:00:00,0.0,0.0,3.2656949,58.82686,163.55948,0.025475968,1.2572103
2022-01-03 23:00:00,0.0,0.0,3.0572264,58.71534,162.6987,0.02034053,1.2247791
2022-01-04 00:00:00,0.0,0.0,2.8382232,58.679573,161.73228,0.015426713,1.1965675
2022-01-04 01:00:00,0.0,0.0,2.6369376,58.684273,160.99603,0.0121042915,1.1743299
2022-01-04 02:00:00,0.0,0.0,2.5197332,58.681007,159.95921,0.01040332,1.1563495
2022-01-04 03:00:00,0.0,0.0,2.4288256,58.64857,159.59232,0.01002208,1.1517488
2022-01-04 04:00:00,0.0,0.0,2.4151142,58.58734,159.78925,0.014377865,1.1642015
2022-01-04 05:00:00,0.0,0.0,2.5185926,58.4372,160.34077,0.030769369,1.1949964
2022-01-04 06:00:00,0.0,0.0,2.7944553,58.20924,161.05879,0.0774131,1.227694
2022-01-04 07:00:00,0.0,0.0,3.04624,58.183777,161.4443,0.15322362,1.2642093
2022-01-04 08:00:00,0.0,0.0,3.1767366,58.45545,161.22844,0.25470915,1.2962458
2022-01-04 09:00:00,0.0,0.0,3.0708601,59.170315,160.30275,0.3508854,1.3105845
2022-01-04 10:00:00,0.0,0.0,2.9041483,60.2663,159.5174,0.3903487,1.3078467
2022-01-04 11:00:00,0.0,0.0,2.8143728,61.309498,158.63065,0.3844263,1.2996556
2022-01-04 12:00:00,0.0,0.0,2.8010223,62.30234,158.31262,0.34424406,1.2918321
2022-01-04 13:00:00,0.0,0.0,2.9118543,62.845795,158.41853,0.281844,1.283588
2022-01-04 14:00:00,0.0,0.0,3.120408,62.965843,159.26762,0.20267239,1.2865442
2022-01-04 15:00:00,0.0,0.0,3.393444,62.666027,160.54753,0.12962438,1.3052673
2022-01-04 16:00:00,0.0,0.0,3.650645,62.114307,162.42473,0.08687069,1.3160487
2022-01-04 17:00:00,0.0,0.0,3.8124208,61.59456,164.37572,0.06297425,1.3379321
2022-01-04 18:00:00,0.0,0.0,3.808892,61.172714,165.63535,0.055050034,1.3529866
2022-01-04 19:00:00,0.0,0.0,3.683418,60.9858,166.14099,0.048735872,1.3567195
2022-01-04 20:00:00,0.0,0.0,3.4916565,60.939938,165.985,0.042574257,1.3508345
2022-01-04 21:00:00,0.0,0.0,3.2617233,61.01657,165.65367,0.035634488,1.3271682
2022-01-04 22:00:00,0.0,0.0,3.0429885,61.092842,164.55507,0.028986556,1.291126
2022-01-04 23:00:00,0.0,0.0,2.8268154,61.138565,163.46242,0.023474101,1.259959
2022-01-05 00:00:00,0.0,0.0,2.6155012,61.178795,162.24179,0.018964892,1.2257549
2022-01-05 01:00:00,0.0,0.0,2.424575,61.1606,161.08272,0.014753858,1.196124
2022-01-05 02:00:00,0.0,0.0,2.302205,61.120937,160.28944,0.012977209,1.18209
2022-01-05 03:00:00,0.0,0.0,2.2151518,61.13219,159.8323,0.011990504,1.1765176
2022-01-05 04:00:00,0.0,0.0,2.2180192,61.016716,159.74673,0.014380695,1.1845176
2022-01-05 05:00:00,0.0,0.0,2.3312614,60.843727,160.04944,0.029439988,1.2109637
2022-01-05 06:00:00,0.0,0.0,2.5279229,60.588665,160.74107,0.07153728,1.2422256
2022-01-05 07:00:00,0.0,0.0,2.7826464,60.50707,160.58423,0.14053866,1.2635376
2022-01-05 08:00:00,0.0,0.0,2.8923328,60.653797,159.91368,0.21076475,1.2783433
2022-01-05 09:00:00,0.0,0.0,2.8150003,61.29426,159.12366,0.280282,1.2794542
2022-01-05 10:00:00,0.0,0.0,2.6401927,62.33755,158.16632,0.31628016,1.2668968
2022-01-05 11:00:00,0.0,0.0,2.529685,63.315605,156.9984,0.31717455,1.2495131
2022-01-05 12:00:00,0.0,0.0,2.4971735,64.17295,156.55696,0.286157,1.238727
2022-01-05 13:00:00,0.0,0.0,2.5515435,64.82334,156.47302,0.23451746,1.2216101
2022-01-05 14:00:00,0.0,0.0,2.750383,65.06753,157.15472,0.16218434,1.2163059
2022-01-05 15:00:00,0.0,0.0,3.015373,64.79599,158.33304,0.0894139,1.2163049
2022-01-05 16:00:00,0.0,0.0,3.2797866,64.07863,160.05458,0.050334793,1.209361
2022-01-05 17:00:00,0.0,0.0,3.4820578,63.29925,161.70029,0.034056958,1.2189325
2022-01-05 18:00:00,0.0,0.0,3.5745003,62.625965,162.60637,0.028930426,1.2265153
2022-01-05 19:00:00,0.0,0.0,3.5127714,62.203934,162.63196,0.026021415,1.2296942
2022-01-05 20:00:00,0.0,0.0,3.374112,61.948475,163.16481,0.021688761,1.2197795
2022-01-05 21:00:00,0.0,0.0,3.173078,61.856056,162.76996,0.01765209,1.1961346
2022-01-05 22:00:00,0.0,0.0,2.9815292,62.469604,161.9178,0.014174513,1.1684762
2022-01-05 23:00:00,0.0,0.0,2.7667658,61.74592,160.70518,0.011118394,1.1325485
2022-01-06 00:00:00,0.0,0.0,2.5736763,61.63022,159.78082,0.008560673,1.0992217
2022-01-06 01:00:00,0.0,0.0,2.3989973,61.54566,159.03873,0.0073900903,1.0678526
2022-01-06 02:00:00,0.0,0.0,2.2725143,61.54853,158.0494,0.007035132,1.042707
2022-01-06 03:00:00,0.0,0.0,2.193075,61.580906,157.41702,0.007271716,1.0328383
2022-01-06 04:00:00,0.0,0.0,2.2187572,61.417328,157.49037,0.010619001,1.033245
2022-01-06 05:00:00,0.0,0.0,2.3377259,61.16212,158.39409,0.027082006,1.053607
2022-01-06 06:00:00,0.0,0.0,2.565428,60.82198,159.21727,0.07528,1.0811901
2022-01-06 07:00:00,0.0,0.0,2.8180742,60.67236,159.60478,0.15063429,1.1044716
2022-01-06 08:00:00,0.0,0.0,2.9691474,60.809204,159.18443,0.23556645,1.1180637
2022-01-06 09:00:00,0.0,0.0,2.915184,61.45536,158.35591,0.3497996,1.1211567
2022-01-06 10:00:00,0.0,0.0,2.6570604,62.672558,157.2984,0.40676212,1.1211227
2022-01-06 11:00:00,0.0,0.0,2.5188322,63.738934,156.29092,0.38576058,1.1144654
2022-01-06 12:00:00,0.0,0.0,2.4416575,64.675285,155.76892,0.33521163,1.1077259
2022-01-06 13:00:00,0.0,0.0,2.4742866,65.38501,155.72775,0.26750517,1.0951552
2022-01-06 14:00:00,0.0,0.0,2.6593623,65.57215,156.31412,0.17972152,1.0973603
2022-01-06 15:00:00,0.0,0.0,2.946402,65.31364,157.99432,0.09808921,1.1054525
2022-01-06 16:00:00,0.0,0.0,3.2594378,64.546585,160.34116,0.05563083,1.1025449
2022-01-06 17:00:00,0.0,0.0,3.5618732,63.604122,162.6592,0.04032618,1.1137259
2022-01-06 18:00:00,0.0,0.0,3.7006297,62.91321,164.30318,0.034690894,1.132816
2022-01-06 19:00:00,0.0,0.0,3.3667881,62.397797,165.36264,0.031119287,1.1365496
2022-01-06 20:00:00,0.0,0.0,3.5343935,62.086464,165.65321,0.027744826,1.14078
2022-01-06 21:00:00,0.0,0.0,3.3526664,61.932182,165.92128,0.023788253,1.1264961
2022-01-06 22:00:00,0.0,0.0,3.1608272,61.900352,165.43892,0.018942302,1.100809
